# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.80131549336733,4.912574955791242,-1.2434544589778491,0,3.0,-31.587427778838997,0.0,0.0,0.1943939526688026
 0.03640930733716699,14.803303481602269,4.912531804951454,-1.2434544589778491,0.10922792201150097,3.0,-31.587427778838997,0.007077749167205128,-254.18423877043077,1.6479999197097603
 0.04929288189869619,14.8049283651993,4.912403402885325,-4.518256051542235,0.14379952904762003,2.6833862660562446,-59.8711989425458,0.028309879010179957,-502.03836122301817,3.554448614639199
 0.05924749414814006,14.806193540461413,4.912191325272713,-9.515853271863618,0.11393569229928842,-3.0,-131.1912782557044,0.06369303672948612,-877.325131758339,5.160844790939996
 0.0688444884758536,14.807102403691587,4.911897147793471,-17.935537584908932,0.0851447093161478,-2.999999999999999,-343.2581095774876,0.11322163491434724,-1698.5050149307144,6.74007692038164
 0.0782904070110094,14.807658351192808,4.911522446127457,-33.97947758749803,0.056806953710680425,-3.0,-929.6473876602209,0.17688785242495594,-3330.0274701261355,8.210120593603357
 0.08776575908600608,14.807864779268057,4.9110687959545265,-65.53266028635366,0.04839409693600937,-0.887867459497435,-1280.962672755979,0.2546816356275285,-4209.0317281552025,9.86704675976485
 0.09708050812815411,14.80772508422032,4.910537772954533,-104.73873454455801,0.06950285875251866,2.2661653814820855,-621.0347738622193,0.34659069998187797,-2555.852792637599,11.410175362473149
 0.10637132344270964,14.807242662352577,4.909930952807334,-128.48469081214495,0.09737530469618526,3.0000000000000013,-224.3433030216812,0.4526005319813077,-1241.7903310007387,12.569572588137419
 0.1159256546358376,14.806420909967814,4.9092499111927825,-140.34916690695,0.12603829827556917,3.0000000000000044,-93.82407586107686,0.5726943914444351,-671.0381081048877,13.670207362620285
 0.1257396186201059,14.805263223369014,4.9084962237907375,-146.9347107319629,0.15548019022837414,3.0000000000000027,-46.42231176513671,0.7068533141586701,-410.6647043511849,14.832847660867651
 0.13573114581061557,14.803772998859158,4.9076714662810526,-151.03787829167038,0.1854547717999031,2.9999999999999973,-26.07707860764769,0.855056114874917,-275.8103208822317,16.053232011644912
 0.1458364800922301,14.801953632741235,4.906777214343585,-153.82503378250468,0.21577077464474667,2.9999999999999973,-16.078220396782907,1.017279390652904,-198.18843285243162,17.316992379764713
 0.1560125043139561,14.799808521318221,4.905815043658187,-155.84180407567695,0.2462988473099247,3.0000000000000027,-10.631710118655676,1.1934975245568344,-149.7693453167756,18.61311942128481
 0.1662303061148874,14.797341060893105,4.904786529904717,-157.372117561979,0.27695225271271856,2.9999999999999973,-7.421398761396624,1.3836826897005876,-117.65385589612539,19.934173136110413
 0.1764701170439661,14.79455464776887,4.90369324876303,-158.57687080143242,0.30767168549995466,3.0000000000000027,-5.4084698538234806,1.5878048536418778,-95.3091461454365,21.275171364966017
 0.18671806878746788,14.791452678248495,4.902536775912981,-159.5535943318452,0.33841554073046,2.9999999999999947,-4.082214048200464,1.8058317831247808,-79.16037642819663,22.632714396315006
 0.19696417811329583,14.788038548634967,4.9013186870344265,-160.3646802030022,0.3691538687079438,2.9999999999999973,-3.1722716448331636,2.0377290491696645,-67.12464279121748,24.004420224284804
 0.207201083693366,14.784315655231271,4.9000405578072215,-161.05182883335183,0.39986458544815434,3.0,-2.5265807121582373,2.283460032509995,-57.92418252209528,25.388572788285746
 0.2174232375351386,14.780287394340387,4.898703963911222,-161.6439387382516,0.43053104697347205,2.9999999999999973,-2.0551959186562154,2.542985929374893,-50.7408305928312,26.783901702549684
 0.2276263749001405,14.775957162265298,4.897310481026283,-162.16165440280454,0.4611404590684778,2.9999999999999973,-1.7026047875495385,2.816265757616716,-45.03143828766423,28.18944181681657
 0.23780715845133196,14.771328355308992,4.89586168483226,-162.6201097290101,0.49168280972205214,3.0,-1.43327991825316,3.1032563631826307,-40.42414603111829,29.604441703492597
 0.24796293395143293,14.766404369774447,4.894359151009009,-163.03064828088543,0.5221501362223551,3.0000000000000027,-1.2237603110137896,3.403912426929128,-36.65751039047222,31.028302686540922
 0.2580915590336423,14.76118860196465,4.892804455236386,-163.4019384600777,0.552536011468983,2.999999999999989,-1.0581239684303962,3.7181864717784103,-33.54341789809642,32.46053734226925
 0.268191280889149,14.755684448182583,4.891199173194247,-163.7407176509315,0.5828351770355031,2.9999999999999947,-0.9253024456836686,4.046028870215619,-30.94374185273619,33.90074068382959
 0.2782606473697696,14.749895304731227,4.889544880562445,-164.05230152792845,0.6130432764773649,3.0000000000000053,-0.8174356752398773,4.387387852125583,-28.755222518476973,35.348569780088035
 0.28829844134700083,14.743824567913572,4.887843153020838,-164.34094052733835,0.6431566584090586,2.999999999999989,-0.7288348630709676,4.742209512967889,-26.899422414879325,36.803729093059765
 0.2983036315381931,14.737475634032593,4.886095566249281,-164.61007436463242,0.6731722289826354,3.0,-0.6553118388812403,5.110437822289069,-25.315900830978435,38.265959764766144
 0.30827533517837497,14.730851899391281,4.88430369592763,-164.8625170251032,0.703087339903181,3.0,-0.5937353554916049,5.49201463257044,-23.95748108825717,39.73503167663582
 0.3182127893385547,14.723956760292614,4.88246911773574,-165.10059339521112,0.7328997023837202,3.0000000000000058,-0.5417314261656508,5.886879688410297,-22.78690845781607,41.21073748748365
